protein,pdb_path,reason,valid
F0NCL3,,missing_pdb,False
F0NCL4,,missing_pdb,False
F0NCM1,,missing_pdb,False
F0NCM2,,missing_pdb,False
F0NCM3,,missing_pdb,False
F0NCM4,,missing_pdb,False
F0NCM7,,missing_pdb,False
F0NCM8,,missing_pdb,False
F0NCN0,,missing_pdb,False
F0NCN1,,missing_pdb,False
F0NCN2,,missing_pdb,False
F0NCN6,,missing_pdb,False
F0NCN7,,missing_pdb,False
F0NCN8,,missing_pdb,False
F0NCP0,,missing_pdb,False
F0NCP6,,missing_pdb,False
F0NCQ1,,missing_pdb,False
F0NCQ2,,missing_pdb,False
F0NCQ5,,missing_pdb,False
F0NCQ9,,missing_pdb,False
F0NCR0,,missing_pdb,False
F0NCR1,,missing_pdb,False
F0NCR5,,missing_pdb,False
F0NCR6,,missing_pdb,False
F0NCR7,,missing_pdb,False
F0NCR8,,missing_pdb,False
F0NCS4,,missing_pdb,False
F0NCS5,,missing_pdb,False
F0NCT0,,missing_pdb,False
F0NCT1,,missing_pdb,False
F0NCT2,,missing_pdb,False
F0NCT8,,missing_pdb,False
F0NCU0,,missing_pdb,False
F0NCU1,,missing_pdb,False
F0NCU2,,missing_pdb,False
F0NCU3,,missing_pdb,False
F0NCU8,,missing_pdb,False
F0NCV1,,missing_pdb,False
F0NCV2,,missing_pdb,False
F0NCV3,,missing_pdb,False
F0NCV4,,missing_pdb,False
F0NCV7,,missing_pdb,False
F0NCV8,,missing_pdb,False
F0NCV9,,missing_pdb,False
F0NCW0,,missing_pdb,False
F0NCW3,,missing_pdb,False
F0NCW4,,missing_pdb,False
F0NCW5,,missing_pdb,False
F0NCW8,,missing_pdb,False
F0NCW9,,missing_pdb,False
F0NCX0,,missing_pdb,False
F0NCX2,,missing_pdb,False
F0NCX5,,missing_pdb,False
F0NCX6,,missing_pdb,False
F0NCY5,,missing_pdb,False
F0NCZ6,,missing_pdb,False
F0ND00,,missing_pdb,False
F0ND07,,missing_pdb,False
F0ND08,,missing_pdb,False
F0ND09,,missing_pdb,False
F0ND20,,missing_pdb,False
F0ND21,,missing_pdb,False
F0ND22,,missing_pdb,False
F0ND24,,missing_pdb,False
F0ND35,,missing_pdb,False
F0ND42,,missing_pdb,False
F0ND43,,missing_pdb,False
F0ND51,,missing_pdb,False
F0ND54,,missing_pdb,False
F0ND69,,missing_pdb,False
F0ND70,,missing_pdb,False
F0ND77,,missing_pdb,False
F0ND79,,missing_pdb,False
F0ND81,,missing_pdb,False
F0ND82,,missing_pdb,False
F0ND84,,missing_pdb,False
F0ND85,,missing_pdb,False
F0ND87,,missing_pdb,False
F0ND91,,missing_pdb,False
F0ND92,,missing_pdb,False
F0ND97,,missing_pdb,False
F0NDA2,,missing_pdb,False
F0NDA3,,missing_pdb,False
F0NDA4,,missing_pdb,False
F0NDC4,,missing_pdb,False
F0NDC5,,missing_pdb,False
F0NDC6,,missing_pdb,False
F0NDC7,,missing_pdb,False
F0NDD1,,missing_pdb,False
F0NDD7,,missing_pdb,False
F0NDE1,,missing_pdb,False
F0NDF5,,missing_pdb,False
F0NDF6,,missing_pdb,False
F0NDF7,,missing_pdb,False
F0NDF8,,missing_pdb,False
F0NDG2,,missing_pdb,False
F0NDG3,,missing_pdb,False
F0NDG6,,missing_pdb,False
F0NDG7,,missing_pdb,False
F0NDG8,,missing_pdb,False
F0NDG9,,missing_pdb,False
F0NDH0,,missing_pdb,False
F0NDH1,,missing_pdb,False
F0NDH2,,missing_pdb,False
F0NDH3,,missing_pdb,False
F0NDH6,,missing_pdb,False
F0NDH8,,missing_pdb,False
F0NDI1,,missing_pdb,False
F0NDI2,,missing_pdb,False
F0NDI4,,missing_pdb,False
F0NDI7,,missing_pdb,False
F0NDJ0,,missing_pdb,False
F0NDJ1,,missing_pdb,False
F0NDJ2,,missing_pdb,False
F0NDJ5,,missing_pdb,False
F0NDJ9,,missing_pdb,False
F0NDK5,,missing_pdb,False
F0NDK9,,missing_pdb,False
F0NDL1,,missing_pdb,False
F0NDL2,,missing_pdb,False
F0NDL4,,missing_pdb,False
F0NDL6,,missing_pdb,False
F0NDM1,,missing_pdb,False
F0NDM2,,missing_pdb,False
F0NDM4,,missing_pdb,False
F0NDM5,,missing_pdb,False
F0NDM6,,missing_pdb,False
F0NDM9,,missing_pdb,False
F0NDN0,,missing_pdb,False
F0NDN2,,missing_pdb,False
F0NDN8,,missing_pdb,False
F0NDN9,,missing_pdb,False
F0NDP1,,missing_pdb,False
F0NDP2,,missing_pdb,False
F0NDP3,,missing_pdb,False
F0NDP8,,missing_pdb,False
F0NDQ2,,missing_pdb,False
F0NDQ5,,missing_pdb,False
F0NDR6,,missing_pdb,False
F0NDS3,,missing_pdb,False
F0NDS4,,missing_pdb,False
F0NDS7,,missing_pdb,False
F0NDS8,,missing_pdb,False
F0NDT2,,missing_pdb,False
F0NDT3,,missing_pdb,False
F0NDT7,,missing_pdb,False
F0NDU1,,missing_pdb,False
F0NDU4,,missing_pdb,False
F0NDU6,,missing_pdb,False
F0NDU9,,missing_pdb,False
F0NDV2,,missing_pdb,False
F0NDV3,,missing_pdb,False
F0NDV5,,missing_pdb,False
F0NDV6,,missing_pdb,False
F0NDW2,,missing_pdb,False
F0NDW5,,missing_pdb,False
F0NDW7,,missing_pdb,False
F0NDW8,,missing_pdb,False
F0NDX0,,missing_pdb,False
F0NDX2,,missing_pdb,False
F0NDX6,,missing_pdb,False
F0NDX7,,missing_pdb,False
F0NDX8,,missing_pdb,False
F0NDX9,,missing_pdb,False
F0NDY1,,missing_pdb,False
F0NDY9,,missing_pdb,False
F0NE04,,missing_pdb,False
F0NE05,,missing_pdb,False
F0NE12,,missing_pdb,False
F0NE13,,missing_pdb,False
F0NE14,,missing_pdb,False
F0NE15,,missing_pdb,False
F0NE16,,missing_pdb,False
F0NE21,,missing_pdb,False
F0NE22,,missing_pdb,False
F0NE27,,missing_pdb,False
F0NE28,,missing_pdb,False
F0NE32,,missing_pdb,False
F0NE33,,missing_pdb,False
F0NE39,,missing_pdb,False
F0NE53,,missing_pdb,False
F0NE63,,missing_pdb,False
F0NE65,,missing_pdb,False
F0NE71,,missing_pdb,False
F0NE72,,missing_pdb,False
F0NE73,,missing_pdb,False
F0NE74,,missing_pdb,False
F0NE75,,missing_pdb,False
F0NE77,,missing_pdb,False
F0NE81,,missing_pdb,False
F0NE86,,missing_pdb,False
F0NE87,,missing_pdb,False
F0NE88,,missing_pdb,False
F0NE91,,missing_pdb,False
F0NE97,,missing_pdb,False
F0NEA0,,missing_pdb,False
F0NEA2,,missing_pdb,False
F0NEA9,,missing_pdb,False
F0NEB1,,missing_pdb,False
F0NEB4,,missing_pdb,False
F0NEB7,,missing_pdb,False
F0NEB8,,missing_pdb,False
F0NEB9,,missing_pdb,False
F0NEC9,,missing_pdb,False
F0NED1,,missing_pdb,False
F0NEF0,,missing_pdb,False
F0NEF5,,missing_pdb,False
F0NEF6,,missing_pdb,False
F0NEH3,,missing_pdb,False
F0NEI0,,missing_pdb,False
F0NEI1,,missing_pdb,False
F0NEI2,,missing_pdb,False
F0NEI5,,missing_pdb,False
F0NEI8,,missing_pdb,False
F0NEK9,,missing_pdb,False
F0NEL4,,missing_pdb,False
F0NEM4,,missing_pdb,False
F0NEM9,,missing_pdb,False
F0NEN1,,missing_pdb,False
F0NEN5,,missing_pdb,False
F0NEN6,,missing_pdb,False
F0NEN7,,missing_pdb,False
F0NEP5,,missing_pdb,False
F0NEP6,,missing_pdb,False
F0NEQ4,,missing_pdb,False
F0NEQ6,,missing_pdb,False
F0NEQ7,,missing_pdb,False
F0NEQ8,,missing_pdb,False
F0NEQ9,,missing_pdb,False
F0NER2,,missing_pdb,False
F0NER4,,missing_pdb,False
F0NER5,,missing_pdb,False
F0NER6,,missing_pdb,False
F0NER7,,missing_pdb,False
F0NES2,,missing_pdb,False
F0NES3,,missing_pdb,False
F0NES4,,missing_pdb,False
F0NES9,,missing_pdb,False
F0NET3,,missing_pdb,False
F0NET6,,missing_pdb,False
F0NET7,,missing_pdb,False
F0NET9,,missing_pdb,False
F0NEU0,,missing_pdb,False
F0NEU3,,missing_pdb,False
F0NEU5,,missing_pdb,False
F0NEU6,,missing_pdb,False
F0NEU7,,missing_pdb,False
F0NEU9,,missing_pdb,False
F0NEV0,,missing_pdb,False
F0NEV1,,missing_pdb,False
F0NEV2,,missing_pdb,False
F0NEV3,,missing_pdb,False
F0NEV4,,missing_pdb,False
F0NEV6,,missing_pdb,False
F0NEW0,,missing_pdb,False
F0NEW5,,missing_pdb,False
F0NEW6,,missing_pdb,False
F0NEX2,,missing_pdb,False
F0NEX4,,missing_pdb,False
F0NEX6,,missing_pdb,False
F0NEX7,,missing_pdb,False
F0NEX8,,missing_pdb,False
F0NEX9,,missing_pdb,False
F0NEY0,,missing_pdb,False
F0NEY1,,missing_pdb,False
F0NEY3,,missing_pdb,False
F0NEY4,,missing_pdb,False
F0NEY6,,missing_pdb,False
F0NEY9,,missing_pdb,False
F0NEZ0,,missing_pdb,False
F0NEZ1,,missing_pdb,False
F0NEZ2,,missing_pdb,False
F0NEZ5,,missing_pdb,False
F0NEZ6,,missing_pdb,False
F0NEZ9,,missing_pdb,False
F0NF01,,missing_pdb,False
F0NF05,,missing_pdb,False
F0NF06,,missing_pdb,False
F0NF07,,missing_pdb,False
F0NF15,,missing_pdb,False
F0NF18,,missing_pdb,False
F0NF21,,missing_pdb,False
F0NF23,,missing_pdb,False
F0NF24,,missing_pdb,False
F0NF35,,missing_pdb,False
F0NF36,,missing_pdb,False
F0NF37,,missing_pdb,False
F0NF38,,missing_pdb,False
F0NF40,,missing_pdb,False
F0NF41,,missing_pdb,False
F0NF46,,missing_pdb,False
F0NF47,,missing_pdb,False
F0NF50,,missing_pdb,False
F0NF51,,missing_pdb,False
F0NF52,,missing_pdb,False
F0NF53,,missing_pdb,False
F0NF54,,missing_pdb,False
F0NF59,,missing_pdb,False
F0NF60,,missing_pdb,False
F0NF61,,missing_pdb,False
F0NF62,,missing_pdb,False
F0NF63,,missing_pdb,False
F0NF66,,missing_pdb,False
F0NF67,,missing_pdb,False
F0NF69,,missing_pdb,False
F0NF70,,missing_pdb,False
F0NF79,,missing_pdb,False
F0NF80,,missing_pdb,False
F0NF84,,missing_pdb,False
F0NF85,,missing_pdb,False
F0NF86,,missing_pdb,False
F0NF89,,missing_pdb,False
F0NF91,,missing_pdb,False
F0NF93,,missing_pdb,False
F0NFA0,,missing_pdb,False
F0NFA3,,missing_pdb,False
F0NFA7,,missing_pdb,False
F0NFA8,,missing_pdb,False
F0NFA9,,missing_pdb,False
F0NFB1,,missing_pdb,False
F0NFB5,,missing_pdb,False
F0NFB6,,missing_pdb,False
F0NFB7,,missing_pdb,False
F0NFB8,,missing_pdb,False
F0NFB9,,missing_pdb,False
F0NFC0,,missing_pdb,False
F0NFC2,,missing_pdb,False
F0NFC5,,missing_pdb,False
F0NFC6,,missing_pdb,False
F0NFC7,,missing_pdb,False
F0NFC8,,missing_pdb,False
F0NFD0,,missing_pdb,False
F0NFD2,,missing_pdb,False
F0NFD3,,missing_pdb,False
F0NFD4,,missing_pdb,False
F0NFD5,,missing_pdb,False
F0NFD9,,missing_pdb,False
F0NFE0,,missing_pdb,False
F0NFE1,,missing_pdb,False
F0NFE3,,missing_pdb,False
F0NFE4,,missing_pdb,False
F0NFE9,,missing_pdb,False
F0NFF1,,missing_pdb,False
F0NFF2,,missing_pdb,False
F0NFF3,,missing_pdb,False
F0NFF8,,missing_pdb,False
F0NFG0,,missing_pdb,False
F0NFG1,,missing_pdb,False
F0NFG2,,missing_pdb,False
F0NFG5,,missing_pdb,False
F0NFG6,,missing_pdb,False
F0NFG7,,missing_pdb,False
F0NFH4,,missing_pdb,False
F0NFH6,,missing_pdb,False
F0NFH9,,missing_pdb,False
F0NFI2,,missing_pdb,False
F0NFI7,,missing_pdb,False
F0NFJ0,,missing_pdb,False
F0NFJ2,,missing_pdb,False
F0NFJ3,,missing_pdb,False
F0NFJ5,,missing_pdb,False
F0NFJ6,,missing_pdb,False
F0NFJ7,,missing_pdb,False
F0NFJ8,,missing_pdb,False
F0NFJ9,,missing_pdb,False
F0NFK3,,missing_pdb,False
F0NFK5,,missing_pdb,False
F0NFK6,,missing_pdb,False
F0NFK7,,missing_pdb,False
F0NFK8,,missing_pdb,False
F0NFL0,,missing_pdb,False
F0NFL6,,missing_pdb,False
F0NFM2,,missing_pdb,False
F0NFM4,,missing_pdb,False
F0NFM5,,missing_pdb,False
F0NFM6,,missing_pdb,False
F0NFM8,,missing_pdb,False
F0NFM9,,missing_pdb,False
F0NFN1,,missing_pdb,False
F0NFN3,,missing_pdb,False
F0NFN4,,missing_pdb,False
F0NFN5,,missing_pdb,False
F0NFN7,,missing_pdb,False
F0NFP1,,missing_pdb,False
F0NFP2,,missing_pdb,False
F0NFP5,,missing_pdb,False
F0NFP6,,missing_pdb,False
F0NFP8,,missing_pdb,False
F0NFQ0,,missing_pdb,False
F0NFQ1,,missing_pdb,False
F0NFQ4,,missing_pdb,False
F0NFQ7,,missing_pdb,False
F0NFR3,,missing_pdb,False
F0NFR7,,missing_pdb,False
F0NFR8,,missing_pdb,False
F0NFT8,,missing_pdb,False
F0NFT9,,missing_pdb,False
F0NFU5,,missing_pdb,False
F0NFU6,,missing_pdb,False
F0NFU8,,missing_pdb,False
F0NFU9,,missing_pdb,False
F0NFV0,,missing_pdb,False
F0NFV2,,missing_pdb,False
F0NFW2,,missing_pdb,False
F0NFW4,,missing_pdb,False
F0NFW7,,missing_pdb,False
F0NFW8,,missing_pdb,False
F0NFX1,,missing_pdb,False
F0NFX2,,missing_pdb,False
F0NFX3,,missing_pdb,False
F0NFX4,,missing_pdb,False
F0NFX5,,missing_pdb,False
F0NFX6,,missing_pdb,False
F0NFX8,,missing_pdb,False
F0NFY2,,missing_pdb,False
F0NFY8,,missing_pdb,False
F0NFY9,,missing_pdb,False
F0NFZ6,,missing_pdb,False
F0NFZ7,,missing_pdb,False
F0NFZ8,,missing_pdb,False
F0NG03,,missing_pdb,False
F0NG17,,missing_pdb,False
F0NG18,,missing_pdb,False
F0NG21,,missing_pdb,False
F0NG23,,missing_pdb,False
F0NG24,,missing_pdb,False
F0NG26,,missing_pdb,False
F0NG32,,missing_pdb,False
F0NG35,,missing_pdb,False
F0NG38,,missing_pdb,False
F0NG39,,missing_pdb,False
F0NG40,,missing_pdb,False
F0NG41,,missing_pdb,False
F0NG42,,missing_pdb,False
F0NG45,,missing_pdb,False
F0NG49,,missing_pdb,False
F0NG54,,missing_pdb,False
F0NG55,,missing_pdb,False
F0NG57,,missing_pdb,False
F0NG58,,missing_pdb,False
F0NG60,,missing_pdb,False
F0NG61,,missing_pdb,False
F0NG66,,missing_pdb,False
F0NG72,,missing_pdb,False
F0NG80,,missing_pdb,False
F0NG81,,missing_pdb,False
F0NG82,,missing_pdb,False
F0NG88,,missing_pdb,False
F0NG89,,missing_pdb,False
F0NG91,,missing_pdb,False
F0NG97,,missing_pdb,False
F0NGB7,,missing_pdb,False
F0NGB8,,missing_pdb,False
F0NGB9,,missing_pdb,False
F0NGC1,,missing_pdb,False
F0NGC5,,missing_pdb,False
F0NGD5,,missing_pdb,False
F0NGD6,,missing_pdb,False
F0NGE7,,missing_pdb,False
F0NGF2,,missing_pdb,False
F0NGG1,,missing_pdb,False
F0NGG8,,missing_pdb,False
F0NGG9,,missing_pdb,False
F0NGH0,,missing_pdb,False
F0NGH5,,missing_pdb,False
F0NGI7,,missing_pdb,False
F0NGI9,,missing_pdb,False
F0NGJ1,,missing_pdb,False
F0NGJ2,,missing_pdb,False
F0NGJ9,,missing_pdb,False
F0NGK0,,missing_pdb,False
F0NGK5,,missing_pdb,False
F0NGK6,,missing_pdb,False
F0NGL2,,missing_pdb,False
F0NGL7,,missing_pdb,False
F0NGM4,,missing_pdb,False
F0NGM9,,missing_pdb,False
F0NGN4,,missing_pdb,False
F0NGP6,,missing_pdb,False
F0NGP7,,missing_pdb,False
F0NGQ2,,missing_pdb,False
F0NGQ4,,missing_pdb,False
F0NGQ6,,missing_pdb,False
F0NGQ9,,missing_pdb,False
